{uuid},{properties.title},{properties.url},{properties.guardian},{properties.description},{properties.type},{properties.id},{properties.thumbnail},{latitude},{longitude},"{$.@id=""https://w3id.org/locolligo/VisitPlus-UK""}","{$.indexing=""indexing_VisitPlus-UK.json""}"
605,The Sanctuary,https://www.english-heritage.org.uk/visit/places/The-Sanctuary,English Heritage,,Structure,,,51.41090427,-1.831726349,,
606,"Thetford, Church of the Holy Sepulchre",https://www.english-heritage.org.uk/visit/places/Thetford-Church-of-the-Holy-Sepulchre,English Heritage,,Priory/Church,,,52.41410023,0.742408551,,
607,Thetford Priory,https://www.english-heritage.org.uk/visit/places/Thetford-Priory,English Heritage,,Priory,,,52.41410023,0.742408551,,
608,Thetford Warren Lodge,https://www.english-heritage.org.uk/visit/places/Thetford-Warren-Lodge,English Heritage,,Structure,,,52.55237235,0.712615577,,
609,Thornton Abbey and Gatehouse,https://www.english-heritage.org.uk/visit/places/Thornton-Abbey-and-Gatehouse,English Heritage,,Abbey,,,53.65465782,-0.309455094,,
610,Tilbury Fort,https://www.english-heritage.org.uk/visit/places/Tilbury-Fort,English Heritage,,Castle,,,51.45261601,0.375789708,,
611,Tintagel Castle,https://www.english-heritage.org.uk/visit/places/Tintagel-Castle,English Heritage,,Castle,,,50.66879725,-4.763892563,,
612,Titchfield Abbey,https://www.english-heritage.org.uk/visit/places/Titchfield-Abbey,English Heritage,,Abbey,,,50.857284,-1.231297828,,
613,Totnes Castle,https://www.english-heritage.org.uk/visit/places/Totnes-Castle,English Heritage,,Castle,,,50.43205613,-3.691316036,,
614,Tregiffian Burial Chamber,https://www.english-heritage.org.uk/visit/places/Tregiffian-Burial-Chamber,English Heritage,,Structure,,,50.06410775,-5.594544333,,
615,Trethevy Quoit,https://www.english-heritage.org.uk/visit/places/Trethevy-Quoit,English Heritage,,Structure,,,50.49307285,-4.457033319,,
616,Tynemouth Priory and Castle,https://www.english-heritage.org.uk/visit/places/Tynemouth-Priory-and-Castle,English Heritage,,Castle/Priory,,,55.01775774,-1.418174564,,
617,"Uffington Castle, White Horse and Dragon Hill",https://www.english-heritage.org.uk/visit/places/Uffington-Castle-White-Horse-and-Dragon-Hill,English Heritage,,Structure,,,51.57746846,-1.567025542,,
618,Uley Long Barrow (Hetty Pegler's Tump),https://www.english-heritage.org.uk/visit/places/uley-long-barrow-hetty-peglers-tump/,English Heritage,,Structure,,,51.69835158,-2.305251768,,
619,Upnor Castle,https://www.english-heritage.org.uk/visit/places/Upnor-Castle,English Heritage,,Castle,,,51.4071475,0.528947624,,
620,Upper Plym Valley,https://www.english-heritage.org.uk/visit/places/Upper-Plym-Valley,English Heritage,,Structure,,,50.47657507,-4.00321918,,
621,Wall Roman Site (Letocetum),https://www.english-heritage.org.uk/visit/places/wall-roman-site/,English Heritage,,Structure,,,52.65704112,-1.856556736,,
622,Walltown Crags,https://www.english-heritage.org.uk/visit/places/walltown-crags-hadrians-wall/,English Heritage,,Structure,,,54.99021577,-2.511031985,,
623,Walmer Castle and Gardens,https://www.english-heritage.org.uk/visit/places/Walmer-Castle-and-Gardens,English Heritage,,Castle,,,51.20059298,1.405611091,,
624,Harold's Bridge,https://www.english-heritage.org.uk/visit/places/waltham-abbey-gatehouse-and-bridge,English Heritage,,Structure (bridge),,,51.68985468,-0.001438122,,
625,Waltham Abbey Gatehouse and Bridge,https://www.english-heritage.org.uk/visit/places/waltham-abbey-gatehouse-and-bridge/,English Heritage,,Abbey,,,51.68808213,-0.002964389,,
626,Warkworth Castle and Hermitage,https://www.english-heritage.org.uk/visit/places/Warkworth-Castle-and-Hermitage,English Heritage,,Castle,,,55.34561867,-1.61207178,,
627,Warton Old Rectory ,https://www.english-heritage.org.uk/visit/places/Warton-Old-Rectory,English Heritage,,House,,,54.14407738,-2.768474611,,
628,Waverley Abbey,https://www.english-heritage.org.uk/visit/places/Waverley-Abbey,English Heritage,,Abbey,,,51.20033421,-0.758889089,,
629,Wayland's Smithy,https://www.english-heritage.org.uk/visit/places/Waylands-Smithy,English Heritage,,Structure,,,51.56678195,-1.595982847,,
630,Weeting Castle,https://www.english-heritage.org.uk/visit/places/Weeting-Castle,English Heritage,,Castle,,,52.47087853,0.617617796,,
631,Wellington Arch,https://www.english-heritage.org.uk/visit/places/Wellington-Arch,English Heritage,,Structure,,,51.50256192,-0.15097739,,
632,Wenlock Priory ,https://www.english-heritage.org.uk/visit/places/Wenlock-Priory,English Heritage,,Priory,,,52.59739256,-2.555077062,,
633,"Western Heights, Dover",https://www.english-heritage.org.uk/visit/places/Western-Heights-Dover,English Heritage,,Structure,,,51.11981366,1.305070691,,
634,West Kennet Avenue,https://www.english-heritage.org.uk/visit/places/West-Kennet-Avenue,English Heritage,,Structure,,,51.42441691,-1.850374022,,
635,West Kennet Long Barrow,https://www.english-heritage.org.uk/visit/places/West-Kennet-Long-Barrow,English Heritage,,Structure,,,51.4082321,-1.850426757,,
636,Wetheral Priory Gatehouse,https://www.english-heritage.org.uk/visit/places/Wetheral-Priory-Gatehouse,English Heritage,,Priory ,,,54.87881615,-2.830720837,,
637,Whalley Abbey Gate House,https://www.english-heritage.org.uk/visit/places/whalley-abbey-gatehouse/,English Heritage,,Abbey,,,53.82136383,-2.413143884,,
638,Wharram Percy Deserted Medieval Village,https://www.english-heritage.org.uk/visit/places/Wharram-Percy-Deserted-Medieval-Village,English Heritage,,Structure,,,54.06838803,-0.688702414,,
639,Wheeldale Roman Road,https://www.english-heritage.org.uk/visit/places/Wheeldale-Roman-Road,English Heritage,,Structure,,,54.36845142,-0.760771658,,
640,Whitby Abbey ,https://www.english-heritage.org.uk/visit/places/Whitby-Abbey,English Heritage,,Abbey,,,54.48811621,-0.607346095,,
641,White Ladies Priory,https://www.english-heritage.org.uk/visit/places/White-Ladies-Priory,English Heritage,,Priory,,,52.66583434,-2.258721998,,
642,Wigmore Castle,https://www.english-heritage.org.uk/visit/places/Wigmore-Castle,English Heritage,,Castle,,,52.31859784,-2.869974059,,
643,Willowford Wall Turrets and Bridge,https://www.english-heritage.org.uk/visit/places/willowford-wall-turrets-and-bridge-hadrians-wall/,English Heritage,,Structure,,,54.99078349,-2.584500326,,
644,Winchester Palace,https://www.english-heritage.org.uk/visit/places/Winchester-Palace,English Heritage,,Palace,,,51.50610976,-0.091705017,,
645,Windmill Hill,https://www.english-heritage.org.uk/visit/places/Windmill-Hill,English Heritage,,Structure,,,51.44153097,-1.876216288,,
646,"Winmill Tump Long Barrow, Rodmarton",https://www.english-heritage.org.uk/visit/places/windmill-tump-long-barrow-rodmarton/,English Heritage,,Structure,,,51.67443127,-2.098289998,,
647,Wingfield Manor,https://www.english-heritage.org.uk/visit/places/Wingfield-Manor,English Heritage,,House,,,53.08911264,-1.443011297,,
648,Winshields Wall,https://www.english-heritage.org.uk/visit/places/winshields-wall-hadrians-wall/,English Heritage,,Structure,,,55.00229769,-2.404873844,,
649,Winterbourne Poor Lot Barrow,https://www.english-heritage.org.uk/visit/places/winterbourne-poor-lot-barrows/,English Heritage,,Structure,,,50.71447803,-2.582105673,,
650,Witley Court and Gardens,https://www.english-heritage.org.uk/visit/places/Witley-Court-and-Gardens,English Heritage,,House,,,52.28175546,-2.340031329,,
651,Wolvesey Castle (Old Bishop's Palace),https://www.english-heritage.org.uk/visit/places/wolvesey-castle-old-bishops-palace/,English Heritage,,Palace,,,51.05921042,-1.310730985,,
652,Woodhenge and Durrington Walls,https://www.english-heritage.org.uk/visit/places/woodhenge/,English Heritage,,Structure,,,51.18963063,-1.785311443,,
653,Wrest Park,https://www.english-heritage.org.uk/visit/places/Wrest-Park,English Heritage,,House,,,52.00722522,-0.411631721,,
654,Wroxester Roman City ,https://www.english-heritage.org.uk/visit/places/wroxeter-roman-city/,English Heritage,,Structure,,,52.67425084,-2.644795935,,
655,Yarmouth Castle,https://www.english-heritage.org.uk/visit/places/Yarmouth-Castle,English Heritage,,Castle,,,50.70676813,-1.500029131,,
656,York Cold War Bunker,https://www.english-heritage.org.uk/visit/places/York-Cold-War-Bunker,English Heritage,,Structure,,,53.95635128,-1.117545349,,
657,Aberdour Castle,https://www.historicenvironment.scot/visit-a-place/places/aberdour-castle-and-gardens,Historic Environment (Scotland),,,PIC001,,56.05492887,-3.297633087,,
658,Aberlemno Churchyard Cross Slab,https://www.historicenvironment.scot/visit-a-place/places/aberlemno-sculptured-stones,Historic Environment (Scotland),,,PIC002,,56.68931288,-2.781344611,,
659,Aberlemno Sculptured Stones,https://www.historicenvironment.scot/visit-a-place/places/aberlemno-sculptured-stones,Historic Environment (Scotland),,,PIC003,,56.6923773,-2.781046648,,
660,Abernethy Round Tower,https://www.historicenvironment.scot/visit-a-place/places/abernethy-round-tower,Historic Environment (Scotland),,,PIC004,,56.33294115,-3.311753428,,
661,Antonine Wall - Bar Hill,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-bar-hill-fort,Historic Environment (Scotland),,,PIC168,,55.96019017,-4.069534924,,
662,Antonine Wall - Bearsden Bath-house,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-bearsden-bath-house,Historic Environment (Scotland),,,PIC169,,55.91985284,-4.327991171,,
663,Antonine Wall - Garnhall,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-castlecary,Historic Environment (Scotland),,,PIC173,,55.97960769,-3.954666077,,
664,Antonine Wall - Croy Hill,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-croy-hill,Historic Environment (Scotland),,,PIC171,,55.96503124,-4.032306262,,
665,Antonine Wall - Dullatur,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-dullatur,Historic Environment (Scotland),,,PIC172,,55.97224182,-3.998094399,,
666,Antonine Wall - Rough Castle,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-rough-castle,Historic Environment (Scotland),,,PIC175,,55.99765526,-3.858902229,,
667,Antonine Wall - Seabegs Wood,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-seabegs-wood,Historic Environment (Scotland),,,PIC176,,55.99189944,-3.90073713,,
668,Antonine Wall - Watling Lodge,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-watling-lodge-east-and-west,Historic Environment (Scotland),,,PIC178,,55.99789514,-3.8223166,,
669,Antonine Wall - Watling Lodge West,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-watling-lodge-east-and-west,Historic Environment (Scotland),,,PIC179,,55.99806024,-3.826417056,,
670,Antonine Wall - Tollpark,https://www.historicenvironment.scot/visit-a-place/places/antonine-wall-westerwood-to-castlecary,Historic Environment (Scotland),,,PIC177,,55.97806552,-3.966812359,,
671,Arbroath Abbey,https://www.historicenvironment.scot/visit-a-place/places/arbroath-abbey,Historic Environment (Scotland),,,PIC006,,56.56223495,-2.582494961,,
672,Arbroath Abbey Abbot's House,https://www.historicenvironment.scot/visit-a-place/places/arbroath-abbey,Historic Environment (Scotland),,,PIC007,,56.56206803,-2.582906198,,
673,Ardchattan Priory,https://www.historicenvironment.scot/visit-a-place/places/ardchattan-priory,Historic Environment (Scotland),,,PIC049,,56.46258933,-5.294381986,,
674,Ardclach Bell Tower,https://www.historicenvironment.scot/visit-a-place/places/ardclach-bell-tower,Historic Environment (Scotland),,,PIC326,,57.48614431,-3.746711993,,
675,Ardestie Souterrain,https://www.historicenvironment.scot/visit-a-place/places/ardestie-earth-house,Historic Environment (Scotland),,,PIC008,,56.49943673,-2.810474552,,
676,Ardunie Roman Signal Station,https://www.historicenvironment.scot/visit-a-place/places/ardunie-roman-signal-station,Historic Environment (Scotland),,,PIC050,,56.34948609,-3.705499033,,
677,Argyll's Lodging,https://www.historicenvironment.scot/visit-a-place/places/argylls-lodging,Historic Environment (Scotland),,,PIC107,,56.12167703,-3.943726036,,
678,Auchagallon Stone Circle,https://www.historicenvironment.scot/visit-a-place/places/auchagallon-cairn,Historic Environment (Scotland),,,PIC051,,55.55980931,-5.342825558,,
679,Auchindoun Castle,https://www.historicenvironment.scot/visit-a-place/places/auchindoun-castle,Historic Environment (Scotland),,,PIC226,,57.42297736,-3.085583993,,
680,Balvaird Castle,https://www.historicenvironment.scot/visit-a-place/places/balvaird-castle,Historic Environment (Scotland),,,PIC009,,56.28889316,-3.343103519,,
681,Balvenie Castle,https://www.historicenvironment.scot/visit-a-place/places/balvenie-castle,Historic Environment (Scotland),,,PIC227,,57.4533374,-3.124812379,,
682,Barochan Cross,https://www.historicenvironment.scot/visit-a-place/places/barochan-cross,Historic Environment (Scotland),,,PIC112,,55.84488133,-4.420830783,,
683,Barsalloch Fort,https://www.historicenvironment.scot/visit-a-place/places/barsalloch-fort,Historic Environment (Scotland),,,PIC180,,54.73858369,-4.56883633,,
684,Beauly Priory,https://www.historicenvironment.scot/visit-a-place/places/beauly-priory,Historic Environment (Scotland),,,PIC274,,57.48459519,-4.45802649,,
685,Biggar Gasworks,https://www.historicenvironment.scot/visit-a-place/places/biggar-gasworks-museum,Historic Environment (Scotland),,,PIC113,,55.62345312,-3.527898494,,
686,"Bishop's Palace, Kirkwall",https://www.historicenvironment.scot/visit-a-place/places/bishops-and-earls-palaces-kirkwall,Historic Environment (Scotland),,,PIC275,,58.98087505,-2.959807893,,
687,"Earl's Palace, Kirkwall",https://www.historicenvironment.scot/visit-a-place/places/bishops-and-earls-palaces-kirkwall,Historic Environment (Scotland),,,PIC293,,58.98066043,-2.959026418,,
688,"Blackfriars Chapel, St Andrews",https://www.historicenvironment.scot/visit-a-place/places/blackfriars-chapel-st-andrews,Historic Environment (Scotland),,,PIC010,,56.33888317,-2.797992342,,
689,Blackhammer Chambered Cairn,https://www.historicenvironment.scot/visit-a-place/places/blackhammer-chambered-cairn,Historic Environment (Scotland),,,PIC276,,59.13126575,-3.025243648,,
690,"Blackhill Roman Camp, Ardoch",https://www.historicenvironment.scot/visit-a-place/places/black-hill-roman-camps,Historic Environment (Scotland),,,PIC054,,56.2762599,-3.875211528,,
691,Blackness Castle,https://www.historicenvironment.scot/visit-a-place/places/blackness-castle,Historic Environment (Scotland),,,PIC129,,56.00355988,-3.517358221,,
692,Bonawe Iron Furnace,https://www.historicenvironment.scot/visit-a-place/places/bonawe-historic-iron-furnace,Historic Environment (Scotland),,,PIC055,,56.437185,-5.227349285,,
693,Bothwell Castle,https://www.historicenvironment.scot/visit-a-place/places/bothwell-castle,Historic Environment (Scotland),,,PIC114,,55.81006005,-4.093296381,,
694,Brandsbutt Stone,https://www.historicenvironment.scot/visit-a-place/places/brandsbutt-stone,Historic Environment (Scotland),,,PIC229,,57.29160082,-2.399946162,,
695,Brechin Round Tower,https://www.historicenvironment.scot/visit-a-place/places/brechin-cathedral-round-tower,Historic Environment (Scotland),,,PIC012,,56.73062025,-2.661641419,,
696,Bridge of Oich,https://www.historicenvironment.scot/visit-a-place/places/bridge-of-oich,Historic Environment (Scotland),,,PIC327,,57.09338796,-4.745318071,,
697,Broch of Gurness,https://www.historicenvironment.scot/visit-a-place/places/broch-of-gurness,Historic Environment (Scotland),,,PIC277,,59.12383631,-3.081394872,,
698,Broughty Castle,https://www.historicenvironment.scot/visit-a-place/places/broughty-castle,Historic Environment (Scotland),,,PIC013,,56.46302599,-2.869901791,,
699,"Caterthun, White",https://www.historicenvironment.scot/visit-a-place/places/brown-and-white-caterthuns,Historic Environment (Scotland),,,PIC017,,56.78754342,-2.735710018,,
700,Burghead Well,https://www.historicenvironment.scot/visit-a-place/places/burghead-well,Historic Environment (Scotland),,,PIC230,,57.70336978,-3.494619621,,
701,Burleigh Castle,https://www.historicenvironment.scot/visit-a-place/places/burleigh-castle,Historic Environment (Scotland),,,PIC014,,56.225885,-3.406421034,,
702,Cadzow Castle,https://www.historicenvironment.scot/visit-a-place/places/cadzow-castle,Historic Environment (Scotland),,,PIC115,,55.76056735,-4.017783392,,
703,Caerlaverock Castle,https://www.historicenvironment.scot/visit-a-place/places/caerlaverock-castle,Historic Environment (Scotland),,,PIC182,,54.97516337,-3.52345426,,
704,Cairn Holy 1,https://www.historicenvironment.scot/visit-a-place/places/cairn-holy-chambered-cairns,Historic Environment (Scotland),,,PIC183,,54.85911359,-4.31008358,,
